Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
"2/06/2015","Cabq Don Reservoir","CABQ DON RESERVOIR","5.25","debit","Home Improvement","Quicksilver","","dumping carpet"
"2/06/2015","Giant","GIANT 6837","5.34","debit","Food & Dining","Quicksilver","",""
"2/06/2015","Home Depot","THE HOME DEPOT 3507","94.10","debit","Home Improvement","Quicksilver","",""
"2/05/2015","Outtakes Unm","OUTTAKES UNM 21195995","2.87","debit","Food & Dining","Quicksilver","",""
"2/04/2015","La Montanita Food","LA MONTANITA FOOD COOP","5.38","debit","Food & Dining","Quicksilver","",""
"2/04/2015","Allsups","ALLSUPS 245","40.70","debit","Gas & Fuel","Quicksilver","",""
"2/04/2015","Sprint PCS","SPRINT *WIRELESS","47.07","debit","Mobile Phone","Quicksilver","",""
"2/02/2015","Totemoffs","SANTA FE TOTEMOFFS","23.00","debit","Alcohol and Bars","Quicksilver","",""
"2/02/2015","Ski Services","SANTA FE SKI SERVICES","60.00","debit","Skiing/Snowboarding","Quicksilver","",""
"2/01/2015","Usa Snack Soda","USA*Snack Soda Vending","1.25","debit","Food & Dining","Quicksilver","",""
"2/01/2015","Frontier Restaurant","FRONTIER RESTAURANT","4.92","debit","Restaurants","Quicksilver","",""
"1/29/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Food & Dining","Quicksilver","",""
"1/28/2015","Albertsons","ALBERTSONS #0915","2.67","debit","Groceries","Quicksilver","",""
"1/27/2015","Transfer from NME Checking","CAPITAL ONE AUTOPAY PYMT","1144.47","credit","Credit Card Payment","Quicksilver","",""
"1/27/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Food & Dining","Quicksilver","",""
"1/26/2015","Smith's Food","SMITHS FOOD #4448","19.72","debit","Groceries","Quicksilver","",""
"1/25/2015","Which Wich","WHICH WICH 70","3.21","debit","Fast Food","Quicksilver","",""
"1/25/2015","Circle K","CIRCLE K 2706304","4.27","debit","Food & Dining","Quicksilver","",""
"1/23/2015","7-Eleven","ALON 7-ELEVEN #700","36.63","debit","Gas & Fuel","Quicksilver","",""
"1/23/2015","Play It Again Sports","PLAY IT AGAIN SPORTS 1125","8.55","debit","Sporting Goods","Quicksilver","",""
"1/23/2015","Amazon","AMAZON MKTPLACE PMTS","9.02","debit","Misc. Shopping","Quicksilver","",""
"1/22/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Restaurants","Quicksilver","",""
"1/22/2015","La Montanita Food","LA MONTANITA FOOD COOP","1.29","debit","Food & Dining","Quicksilver","",""
"1/21/2015","Burlngton","BURLNGTON STORES69","53.49","debit","Clothing","Quicksilver","",""
"1/21/2015","Church's Chicken","CHURCH'S CHICKEN 0","7.90","debit","Restaurants","Quicksilver","",""
"1/20/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","5.77","debit","Restaurants","Quicksilver","",""
"1/19/2015","Smith's Food","SMITHS FOOD #4496","10.97","debit","Groceries","Quicksilver","",""
"1/18/2015","Wendy's","WENDY'S 4883","2.12","debit","Fast Food","Quicksilver","",""
"1/18/2015","Total Wine More","TOTAL WINE AND MORE 1301","17.06","debit","Alcohol & Bars","Quicksilver","",""
"1/16/2015","Unm Parking Meters","UNM PARKING METERS YALE","1.75","debit","Parking","Quicksilver","",""
"1/15/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","3.73","debit","Restaurants","Quicksilver","",""
"1/15/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","8.44","debit","Restaurants","Quicksilver","",""
"1/15/2015","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"1/14/2015","Blakes Lotaburger","BLAKES LOTABURGER 090","3.73","debit","Restaurants","Quicksilver","",""
"1/14/2015","Unm Recreational Svcs","UNM RECREATIONAL SVCS","40.00","debit","Gym","Quicksilver","",""
"1/14/2015","Satelitte Cafe","SATELITTE CAFE #7/","1.06","debit","Restaurants","Quicksilver","",""
"1/13/2015","Unm Einsteins","UNM EINSTEINS 28274660","4.79","debit","Coffee Shops","Quicksilver","",""
"1/13/2015","Starbucks","STARBUCKS LIBR21196068","2.25","debit","Coffee Shops","Quicksilver","",""
"1/12/2015","Smith's Food","SMITHS FOOD #4448","37.98","debit","Groceries","Quicksilver","",""
"1/11/2015","Corner","CORNER STORE 1251","40.19","debit","Coffee Shops","Quicksilver","",""
"1/11/2015","Corner","CORNER STORE 1221","0.95","debit","Coffee Shops","Quicksilver","",""
"1/11/2015","Ady Soundcloud","ADY*SoundCloud","6.00","debit","Music","Quicksilver","",""
"1/10/2015","IHOP","IHOP #1921","9.50","debit","Restaurants","Quicksilver","",""
"1/10/2015","Wendy's","WENDY'S 4883","6.34","debit","Fast Food","Quicksilver","",""
"1/10/2015","Walgreens","WALGREENS #1279","6.20","debit","Food & Dining","Quicksilver","",""
"1/09/2015","Outpost Ice Arena","OUTPOST ICE ARENA","40.00","debit","Entertainment","Quicksilver","",""
"1/09/2015","Outpost Ice Arena","OUTPOST ICE ARENA","40.00","debit","Alms","Quicksilver","",""
"1/09/2015","Starbucks","STARBUCKS #05845 ALBUQUER","11.83","debit","Gift","Quicksilver","",""
"1/07/2015","CVS","CVS/PHARMACY #07242","3.50","debit","Food & Dining","Quicksilver","",""
"1/07/2015","AutoZone","AUTOZONE #3411","48.14","debit","Service & Parts","Quicksilver","",""
"1/07/2015","Jake Harleys","JAKE & HARLEYS","10.17","debit","Cigars and Smoking","Quicksilver","",""
"1/06/2015","Office Depot","OFFICE DEPOT #581","21.08","debit","Office Supplies","Quicksilver","",""
"1/06/2015","AutoZone","AUTOZONE #3411","56.70","debit","Service & Parts","Quicksilver","",""
"1/06/2015","Smith's Food","SMITHS FOOD #4423","79.88","debit","Food & Dining","Quicksilver","",""
"1/06/2015","Rt Rapid Wash","RT 66 RAPID WASH","8.00","debit","Auto & Transport","Quicksilver","",""
"1/05/2015","Giant","GIANT 6837","2.12","debit","Cigars and Smoking","Quicksilver","",""
"1/04/2015","CVS","CVS/PHARMACY #07242","2.14","debit","Alcohol & Bars","Quicksilver","",""
"1/04/2015","Sprint PCS","SPRINT *WIRELESS","71.34","debit","Mobile Phone","Quicksilver","",""
"1/04/2015","Smith's Food","SMITHS FOOD #4448","28.68","debit","Groceries","Quicksilver","",""
"1/03/2015","Cash Back Reward","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"1/02/2015","Amanda Jemez Mt","AMANDA`S JEMEZ MT COUNTRY","10.52","debit","Vacation","Quicksilver","",""
"1/02/2015","AutoZone","AUTOZONE #3411","207.54","credit","Service & Parts","Quicksilver","",""
"1/02/2015","Giant","GIANT 6837","24.13","debit","Gas & Fuel","Quicksilver","",""
"1/01/2015","Giant","GIANT 6837","26.74","debit","Gas & Fuel","Quicksilver","",""
"1/01/2015","AutoZone","AUTOZONE #2503","207.54","debit","Service & Parts","Quicksilver","",""
"12/31/2014","Office Depot","OFFICE DEPOT #2229","15.60","debit","Office Supplies","Quicksilver","",""
"12/30/2014","Smith's Food","SMITHS FOOD #4423","45.90","debit","Travel","Quicksilver","",""
"12/30/2014","Blakes Lotaburger","BLAKES LOTABURGER 001","18.06","debit","Restaurants","Quicksilver","",""
"12/29/2014","Cinemark","CINEMARK THEATRES 014","4.00","debit","Entertaining/parties","Quicksilver","",""
"12/29/2014","Eddie Bauer","EDDIE BAUER 985","32.54","debit","Clothing","Quicksilver","",""
"12/29/2014","Cinemark","CINEMARK THEATRES 014","10.00","debit","Entertainment","Quicksilver","",""
"12/29/2014","Frost Gelato","FROST GELATO","5.34","debit","Food & Dining","Quicksilver","",""
"12/29/2014","Shell","SHELL OIL 57441910403","43.68","debit","Gas & Fuel","Quicksilver","",""
"12/27/2014","Burger King","BURGER KING #4411","4.28","debit","Fast Food","Quicksilver","",""
"12/27/2014","AutoZone","AUTOZONE #3411","53.50","credit","Service & Parts","Quicksilver","",""
"12/27/2014","Wal-Mart","WM SUPERCENTER #2924","13.76","debit","Shopping","Quicksilver","",""
"12/27/2014","Jake Harleys","JAKE & HARLEYS","8.35","debit","Cigars and Smoking","Quicksilver","",""
"12/27/2014","Transfer from NME Checking","CAPITAL ONE AUTOPAY PYMT","679.32","credit","Credit Card Payment","Quicksilver","",""
"12/27/2014","AutoZone","AUTOZONE #3411","138.02","debit","Service & Parts","Quicksilver","",""
"12/26/2014","Home Depot","THE HOME DEPOT 3507","22.53","debit","Home Improvement","Quicksilver","",""
"12/26/2014","Hastings Albuque","HASTINGS 9639 ALBUQUE","2.10","debit","Movies & DVDs","Quicksilver","",""
"12/26/2014","Smith's Food","SMITHS FOOD #4443","21.58","debit","Groceries","Quicksilver","",""
"12/24/2014","Smiths","SMITHS #4467","0.85","debit","Gift","Quicksilver","",""
"12/24/2014","Smiths","SMITHS #4467","7.23","debit","Groceries","Quicksilver","",""
"12/23/2014","Family Dollar","FAMILY DOLLAR #6258","6.96","debit","Furnishings","Quicksilver","","shower curtain"
"12/21/2014","Smith's Food","SMITHS FOOD #4448","6.23","debit","Groceries","Quicksilver","",""
"12/19/2014","Walgreens","WALGREENS #3366","4.27","debit","Business Services","Quicksilver","",""
"12/18/2014","Trader Joe's","TRADER JOE'S #167 QPS","6.40","debit","Groceries","Quicksilver","",""
"12/18/2014","Circle K","CIRCLE K 2706334","41.74","debit","Gas & Fuel","Quicksilver","",""
"12/15/2014","Trader Joe's","TRADER JOE'S #110 QPS","9.54","debit","Groceries","Quicksilver","",""
"12/12/2014","Smith's Food","SMITHS FOOD #4448","19.93","debit","Groceries","Quicksilver","",""
"12/12/2014","Albertsons","ALBERTSONS #0915","16.06","debit","Groceries","Quicksilver","",""
"12/12/2014","AutoZone","AUTOZONE #3411","27.05","debit","Service & Parts","Quicksilver","",""
"12/11/2014","Pats Pay Display","PATS PAY-AND-DISPLAY","1.75","debit","Parking","Quicksilver","",""
"12/11/2014","Home Depot","THE HOME DEPOT 3507","21.37","credit","Home Improvement","Quicksilver","",""
"12/11/2014","CVS","CVS/PHARMACY #07242","1.77","debit","Gifts","Quicksilver","",""
"12/11/2014","CVS","CVS/PHARMACY #07242","16.36","debit","Pharmacy","Quicksilver","",""
"12/08/2014","Albertsons","ALBERTSONS #0915","20.05","debit","Groceries","Quicksilver","",""
"12/08/2014","Jake Harleys","JAKE & HARLEYS","12.52","debit","Cigars and Smoking","Quicksilver","",""
"12/07/2014","Wal-Mart","WM SUPERCENTER #2924","64.82","debit","Food & Dining","Quicksilver","",""
"12/07/2014","Wendy's","WENDY'S 4252","3.18","debit","Fast Food","Quicksilver","",""
"12/06/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
"12/06/2014","E Bauer","E BAUER*41150185","41.19","debit","Clothing","Quicksilver","",""
"12/05/2014","Wal-Mart","WAL-MART #2924","25.89","debit","Printing","Quicksilver","",""
"12/05/2014","Wal-Mart","WM SUPERCENTER #2924","12.06","debit","Groceries","Quicksilver","",""
"12/05/2014","Wal-Mart","WM SUPERCENTER #2924","19.60","debit","Business Services","Quicksilver","",""
"12/05/2014","Sprint PCS","SPRINT *WIRELESS","55.71","debit","Mobile Phone","Quicksilver","",""
"12/03/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
"12/03/2014","Abq Guns","ABQ GUNS","19.21","debit","Gifts","Quicksilver","",""
"12/02/2014","Eddie Bauer","EDDIEBAUER.COM","164.76","debit","Clothing","Quicksilver","",""
"12/02/2014","Outtakes Unm","OUTTAKES UNM 21195995","2.77","debit","Food & Dining","Quicksilver","",""
"12/02/2014","Outtakes Unm","OUTTAKES UNM 21195995","4.16","debit","Food & Dining","Quicksilver","",""
"11/29/2014","Albertsons","ALBERTSONS #0915","3.05","debit","Groceries","Quicksilver","",""
"11/29/2014","Jake Harleys","JAKE & HARLEYS","12.73","debit","Cigars and Smoking","Quicksilver","",""
"11/28/2014","Shell","SHELL OIL 57445344500","51.79","debit","Gas & Fuel","Quicksilver","",""
"11/27/2014","Smith's Food","SMITHS FOOD #4448","3.98","debit","Groceries","Quicksilver","",""
"11/27/2014","La Montanita Food","LA MONTANITA FOOD COOP","4.73","debit","Food & Dining","Quicksilver","",""
"11/27/2014","Transfer from NME Checking","CAPITAL ONE AUTOPAY PYMT","515.64","credit","Credit Card Payment","Quicksilver","",""
"11/27/2014","Smith's Food","SMITHS FOOD #4448","12.00","debit","Groceries","Quicksilver","",""
"11/26/2014","La Montanita Food","LA MONTANITA FOOD COOP","5.69","debit","Food & Dining","Quicksilver","",""
"11/26/2014","Smith's Food","SMITHS FOOD #4448","5.75","debit","Groceries","Quicksilver","",""
"11/26/2014","Unm Parking Meters","UNM PARKING METERS YALE","3.50","debit","Parking","Quicksilver","",""
"11/25/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/24/2014","Smith's Food","SMITHS FOOD #4448","47.73","debit","Food & Dining","Quicksilver","",""
"11/23/2014","Ace Hardware","ACE HARDWARE","18.18","debit","Home Improvement","Quicksilver","",""
"11/23/2014","Jake Harleys","JAKE & HARLEYS","14.39","debit","Cigars and Smoking","Quicksilver","",""
"11/22/2014","Smith's Food","SMITHS FOOD #4448","3.20","debit","Food & Dining","Quicksilver","",""
"11/22/2014","Smith's Food","SMITHS FOOD #4448","8.48","debit","Food & Dining","Quicksilver","",""
"11/22/2014","Domino's Pizza","DOMINO'S 6528","29.50","debit","Food & Dining","Quicksilver","",""
"11/21/2014","Giant","GIANT 6837","11.98","debit","Food & Dining","Quicksilver","",""
"11/21/2014","Sonic","SONIC DRIVE IN #4646","9.50","debit","Fast Food","Quicksilver","",""
"11/20/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/19/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","6.52","debit","Restaurants","Quicksilver","",""
"11/19/2014","Sonic","SONIC DRIVE IN #4646","4.38","debit","Fast Food","Quicksilver","",""
"11/18/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/18/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.24","debit","Restaurants","Quicksilver","",""
"11/18/2014","Outtakes Unm","OUTTAKES UNM 21195995","0.95","debit","Food & Dining","Quicksilver","",""
"11/17/2014","John Brooks Superma","JOHN BROOKS SUPERMA","7.98","debit","Groceries","Quicksilver","",""
"11/17/2014","Chama River","#104 CHAMA RIVER","5.82","debit","Restaurants","Quicksilver","",""
"11/16/2014","REI","REI 30 ALBUQUERQUE","8.56","debit","Sporting Goods","Quicksilver","",""
"11/16/2014","Jake Harleys","JAKE & HARLEYS","12.52","debit","Cigars and Smoking","Quicksilver","",""
"11/15/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","6.20","debit","Restaurants","Quicksilver","",""
"11/15/2014","Walgreens","WALGREENS #1279","0.79","debit","Business Services","Quicksilver","",""
"11/15/2014","Walgreens","WALGREENS #1279","5.13","debit","Business Services","Quicksilver","",""
"11/15/2014","Smith's Food","SMITHS FOOD #4496","8.97","debit","Food & Dining","Quicksilver","",""
"11/15/2014","Smiths Fuel","SMITHS-FUEL #9496","55.46","debit","Gas & Fuel","Quicksilver","",""
"11/13/2014","Unm Bookstore","UNM BOOKSTORE","10.45","credit","Credit Card Payment","Quicksilver","",""
"11/13/2014","Unm Bookstore","UNM BOOKSTORE","30.40","debit","Clothing","Quicksilver","",""
"11/12/2014","Albertsons","ALBERTSONS #0915","8.97","debit","Groceries","Quicksilver","",""
"11/12/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
"11/12/2014","Unm Bookstore","UNM BOOKSTORE","10.45","debit","Books","Quicksilver","",""
"11/11/2014","Unm Einsteins","UNM EINSTEINS 28274660","1.06","debit","Coffee Shops","Quicksilver","",""
"11/09/2014","Whole Foods - wine for Anniversary","WHOLEFDS ISP 10420","7.53","debit","Gifts","Quicksilver","",""
"11/09/2014","Whole Foods - IPA Skip and Clint","WHOLEFDS ISP 10420","8.50","debit","Groceries","Quicksilver","Reimbursable",""
"11/09/2014","Whole Foods - Milk","WHOLEFDS ISP 10420","2.79","debit","Groceries","Quicksilver","",""
"11/09/2014","Wendy's","WENDY'S 4883","8.47","debit","Fast Food","Quicksilver","",""
"11/08/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/08/2014","Smith's Food - Robert's birthday","SMITHS FOOD #4498","28.15","debit","Groceries","Quicksilver","",""
"11/07/2014","CVS","CVS/PHARMACY #07242","20.46","debit","Groceries","Quicksilver","",""
"11/07/2014","Walgreens","WALGREENS #09715","30.59","debit","Business Services","Quicksilver","",""
"11/06/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/05/2014","Music","GOOGLE *Music","6.35","debit","Music","Quicksilver","",""
"11/05/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/04/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
"11/04/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.06","debit","Food & Dining","Quicksilver","",""
"11/04/2014","Sprint PCS","SPRINT *WIRELESS","48.65","debit","Mobile Phone","Quicksilver","",""
"11/03/2014","Smith's Food","SMITHS FOOD #4448","0.98","debit","Food & Dining","Quicksilver","",""
"11/02/2014","Cash Back Reward","CREDIT-CASH BACK REWARD","25.00","credit","Credit Card Payment","Quicksilver","",""
"11/02/2014","Va Hrc","VA-HRC","103.29","debit","Pharmacy","Quicksilver","",""
"11/01/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.99","debit","Restaurants","Quicksilver","",""
"10/31/2014","Buffalo Exchange","BUFFALO EXCHANGE NM01","10.70","debit","Entertainment","Quicksilver","",""
"10/31/2014","Wal-Mart","WAL-MART #0831","14.61","debit","Entertaining/parties","Quicksilver","",""
"10/31/2014","La Montanita Food","LA MONTANITA FOOD COOP","0.99","debit","Food & Dining","Quicksilver","",""
"10/30/2014","Outtakes Unm","OUTTAKES UNM 21195995","1.38","debit","Food & Dining","Quicksilver","",""
"10/28/2014","Wendy's","WENDY'S 4883","2.12","debit","Fast Food","Quicksilver","",""
"10/28/2014","Lowe's","LOWES #02539*","9.59","debit","Home Improvement","Quicksilver","",""
"10/27/2014","Home Depot","THE HOME DEPOT 3502","32.57","debit","Home Improvement","Quicksilver","",""
"10/27/2014","Lighthouse Counseling I","LIGHTHOUSE COUNSELING I","50.00","debit","Doctor","Quicksilver","",""
"10/27/2014","Music","GOOGLE *Music","1.37","debit","Music","Quicksilver","",""
"10/27/2014","Transfer from NME Checking","CAPITAL ONE AUTOPAY PYMT","121.40","credit","Credit Card Payment","Quicksilver","",""
"10/25/2014","Wendy's","WENDY'S 4883","4.24","debit","Fast Food","Quicksilver","",""
"10/24/2014","Pats Pay Display","PATS PAY-AND-DISPLAY","5.25","debit","Ministry Reimbursabl","Quicksilver","",""
"10/24/2014","Pats Pay Display","PATS PAY-AND-DISPLAY","5.25","debit","Ministry Reimbursabl","Quicksilver","",""
"10/24/2014","Music","GOOGLE *Music","1.05","debit","Music","Quicksilver","",""
"10/24/2014","Noise Trade","NOISE TRADE","6.00","debit","Music","Quicksilver","",""
"10/24/2014","Music","GOOGLE *Music","1.05","debit","Music","Quicksilver","",""
"10/23/2014","Starbucks","STARBUCKS LIBR21196068","3.91","debit","Coffee Shops","Quicksilver","",""
"10/23/2014","Unm Einsteins","UNM EINSTEINS 28274660","0.80","debit","Coffee Shops","Quicksilver","",""
"10/20/2014","Smiths Fuel","SMITHS-FUEL #9424","67.00","debit","Gas & Fuel","Quicksilver","",""
"10/20/2014","Smith's Food","SMITHS FOOD #4448","5.38","debit","Food & Dining","Quicksilver","",""
"10/18/2014","Portion to the house for groceries","Portion to the house for groceries","157.68","debit","Food & Dining","Cash","",""
"10/18/2014","Food for House - my portion","Food for House","82.32","debit","Groceries","Cash","",""
"10/17/2014","Sprint PCS","SPRINT *WIRELESS","52.37","debit","Mobile Phone","Quicksilver","",""
"10/17/2014","Blakes Lotaburger","BLAKES LOTABURGER 090","2.66","debit","Restaurants","Quicksilver","",""
